FID,area,perimeter,area_2,perimeter_,FID_2,area_3,perimete_1,distance
"143467",0.000000117111500,0.001343475293712,1160.895457312464714,132.186020117643494,"141273",685.628724642505063,421.725075245091944,24.907081224848483
"144326",0.000000595276775,0.003377940496507,5897.110160205514148,347.075463305535550,"141273",685.628724642505063,421.725075245091944,41.047941101244966
"144327",0.000000239672500,0.002033840638094,2374.346779696643807,197.236453479265663,"141273",685.628724642505063,421.725075245091944,19.198651301586647
"144328",0.000001035923500,0.004341598496015,10261.393295377491086,449.694738900496134,"141273",685.628724642505063,421.725075245091944,79.776645575663366
"144401",0.000004415780785,0.015395157456064,49407.718313146382570,1668.948613401323428,"141273",685.628724642505063,421.725075245091944,228.609335919208661
"144421",0.000000472349430,0.003879079623050,5244.872908614575863,407.266181202060977,"141273",685.628724642505063,421.725075245091944,18.446854621919137
"144422",0.000002225280525,0.007362763506259,24702.168905317779718,763.429086577873591,"141273",685.628724642505063,421.725075245091944,16.666879517699300
"144423",0.000019116747000,0.020087599719078,212245.436944715678692,2129.526905710204574,"141273",685.628724642505063,421.725075245091944,562.487316594850085
"144424",0.000004222009500,0.008629780772081,46890.784309759736061,930.615770896979711,"141273",685.628724642505063,421.725075245091944,583.689257107930189
"144425",0.000004354736000,0.010060619467768,48353.427592549473047,1069.925313958947299,"141273",685.628724642505063,421.725075245091944,446.429841346499472
"144426",0.000006639365040,0.009917428172345,73743.700665026903152,1054.426341689808851,"141273",685.628724642505063,421.725075245091944,1364.045736998702296
"144427",0.000000649171300,0.004426100423617,7204.192168213427067,460.664561998811564,"141273",685.628724642505063,421.725075245091944,187.215786526898540
"144428",0.000000629660390,0.004084242264132,6991.903933823108673,436.654584454089445,"141273",685.628724642505063,421.725075245091944,9.081452524113436
"144429",0.000000062145000,0.001062362080357,690.188429273664951,115.045527908535220,"141273",685.628724642505063,421.725075245091944,599.223784088037974
"144430",0.000000293917910,0.004284395549740,3261.673081099987030,446.651206346196545,"141273",685.628724642505063,421.725075245091944,31.975106288571538
"144431",0.000002634775000,0.008832059459115,29252.502362228929996,923.632511967854498,"141273",685.628724642505063,421.725075245091944,146.191797364669497
"144432",0.000064490331750,0.046904523675884,716300.187782913446426,5047.868874059176051,"141273",685.628724642505063,421.725075245091944,246.795093558634790
"144530",0.000003118097800,0.007976915506716,34406.432501293718815,815.859891116012022,"141273",685.628724642505063,421.725075245091944,1023.607821821729658
"144858",0.000003889541345,0.011106208591421,40273.316266860812902,1120.230660258959915,"141273",685.628724642505063,421.725075245091944,501.280937451473562
"144859",0.000000317433170,0.002537660443896,3286.566360034048557,255.431075889149525,"141273",685.628724642505063,421.725075245091944,350.783612502247877
"144883",0.000000323548150,0.003603093970127,3608.036051996052265,390.937690222610740,"141273",685.628724642505063,421.725075245091944,8239.500371596453988
"145195",0.000000048986500,0.001035516639541,487.091431725770235,101.652169779600371,"141273",685.628724642505063,421.725075245091944,27.855649723697294
"145196",0.000000048210500,0.000821065253104,480.032440096139908,82.065126547966869,"141273",685.628724642505063,421.725075245091944,58.502826764684691
"145197",0.000000136400000,0.001824256415645,1359.440921604633331,185.101777867211041,"141273",685.628724642505063,421.725075245091944,26.290297646202848
"145198",0.000000009516000,0.000375008115135,94.700028904248029,36.894025766692856,"141273",685.628724642505063,421.725075245091944,34.255202817012623
"145199",0.000000003547000,0.000312724185085,35.280863892287016,29.653944698902585,"141273",685.628724642505063,421.725075245091944,60.334071045150509
"145200",0.000000012761430,0.000469442988629,127.071546516381204,46.853366210337654,"141273",685.628724642505063,421.725075245091944,10.094378615130392
"145201",0.000000007580000,0.000500372627596,75.403211350552738,51.070829305239073,"141273",685.628724642505063,421.725075245091944,51.651346301326967
"145202",0.000000013768000,0.000518792074800,137.012819197028875,52.362746252738233,"141273",685.628724642505063,421.725075245091944,38.663969627848672
"145203",0.000000003336955,0.000227660649471,33.194648519158363,22.684962036039483,"141273",685.628724642505063,421.725075245091944,29.267754635513430
"145204",0.000000150897000,0.001693132997512,1505.239676780998707,162.824761139100644,"141273",685.628724642505063,421.725075245091944,84.095339068064092
